2025-02-10 08:24:16.82 | vgervais | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 10:30:33.66 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 4,9180 secondes

2025-02-10 10:30:33.72 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 4,9766 secondes

2025-02-10 10:30:35.43 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:30:35.70 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2852 secondes

2025-02-10 10:30:35.76 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,3516 secondes

2025-02-10 10:30:48.99 | User | APP_v5.P.0.xlsb | wshGL_BV:Worksheet_Activate |  | 
2025-02-10 10:30:49.06 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:30:51.22 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 2,1719 secondes

2025-02-10 10:30:51.48 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | , 999, 15 | 
2025-02-10 10:30:51.52 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0547 secondes

2025-02-10 10:30:51.69 | User | APP_v5.P.0.xlsb | modGL_BV:GL_Trial_Balance_Build | GL_BV 2025-10-02 | 
2025-02-10 10:30:51.93 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  - De 2024-07-31 à 2025-10-02 | 
2025-02-10 10:30:53.40 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  | 1,4844 secondes

2025-02-10 10:30:58.37 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-10 10:30:58.46 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,1016 secondes

2025-02-10 10:30:58.51 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-10 10:30:58.62 | User | APP_v5.P.0.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,1133 secondes

2025-02-10 10:30:59.26 | User | APP_v5.P.0.xlsb | modGL_BV:GL_Trial_Balance_Build |  | 0,7695 secondes

2025-02-10 10:30:59.37 | User | APP_v5.P.0.xlsb | wshGL_BV:Worksheet_Activate |  | 0,8594 secondes

2025-02-10 10:31:18.74 | User | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-10 10:31:18.82 | User | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0859 secondes

2025-02-10 10:31:21.10 | User | APP_v5.P.0.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-10 10:31:22.89 | User | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-10 10:31:23.05 | User | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 0,1641 secondes

2025-02-10 10:31:23.11 | User | APP_v5.P.0.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-10 10:40:12.31 | User | APP_v5.P.0.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 10:40:12.38 | User | APP_v5.P.0.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-10 10:40:12.43 | User | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-10 10:40:12.52 | User | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 0,0859 secondes

2025-02-10 10:40:12.56 | User | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-10 10:40:12.68 | User | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 0,1328 secondes

2025-02-10 10:40:12.73 | User | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 
2025-02-10 10:40:13.16 | User | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 0,4336 secondes

2025-02-10 10:40:13.21 | User | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-10 10:40:13.45 | User | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,2422 secondes

2025-02-10 10:40:13.55 | User | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-10 10:40:13.60 | User | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0508 secondes

2025-02-10 10:40:13.68 | User | APP_v5.P.0.xlsb | modAppli:CodeEssentielDepart |  | 0,1289 secondes

2025-02-10 10:40:17.11 | User | APP_v5.P.0.xlsb | modMenu:menuComptabilité |  | 
2025-02-10 10:40:17.22 | User | APP_v5.P.0.xlsb | modMenu:menuComptabilité |  | 0,1172 secondes

2025-02-10 10:40:30.89 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 
2025-02-10 10:40:30.97 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:40:31.71 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,7500 secondes

2025-02-10 10:40:31.77 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 
2025-02-10 10:40:32.34 | User | APP_v5.P.0.xlsb | modImport:DEB_Trans_Import_All |  | 0,5742 secondes

2025-02-10 10:40:32.38 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-10 10:40:33.34 | User | APP_v5.P.0.xlsb | modImport:GL_Trans_Import_All |  | 0,9727 secondes

2025-02-10 10:40:33.39 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 
2025-02-10 10:40:33.78 | User | APP_v5.P.0.xlsb | modImport:Fournisseur_List_Import_All |  | 0,4180 secondes

2025-02-10 10:40:33.91 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder | wshDEB_Saisie | 
2025-02-10 10:40:33.98 | User | APP_v5.P.0.xlsb | modDev_Utils:SetTabOrder |  | 0,0898 secondes

2025-02-10 10:40:34.04 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:40:34.18 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,1523 secondes

2025-02-10 10:40:34.23 | User | APP_v5.P.0.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 0,1953 secondes

2025-02-10 10:41:00.21 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-08, 30, 15 | 
2025-02-10 10:41:00.27 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0664 secondes

2025-02-10 10:41:19.79 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Frais informatiques & Site web | 
2025-02-10 10:41:19.88 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5050 | -1 | 
2025-02-10 10:41:19.92 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1406 secondes

2025-02-10 10:41:28.66 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:41:28.71 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 
2025-02-10 10:41:28.76 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0547 secondes

2025-02-10 10:41:28.85 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:41:29.55 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,7070 secondes

2025-02-10 10:41:29.60 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:41:31.92 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:41:31.99 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,3945 secondes

2025-02-10 10:41:32.05 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:41:32.10 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:41:32.81 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,7148 secondes

2025-02-10 10:41:32.86 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:41:33.99 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:41:35.18 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:41:36.39 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:41:37.62 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:41:37.67 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 4,8203 secondes

2025-02-10 10:41:37.72 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 4,8672 secondes

2025-02-10 10:41:40.07 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:41:40.34 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2812 secondes

2025-02-10 10:41:40.40 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,3359 secondes

2025-02-10 10:42:00.00 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-07, 30, 15 | 
2025-02-10 10:42:01.06 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0703 secondes

2025-02-10 10:42:27.61 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Frais informatiques & Site web | 
2025-02-10 10:42:27.68 | User | APP_v5.P.0.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5050 | -1 | 
2025-02-10 10:42:27.73 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1328 secondes

2025-02-10 10:42:34.90 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 
2025-02-10 10:42:34.95 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name | StartAllBack | 
2025-02-10 10:42:34.00 | User | APP_v5.P.0.xlsb | modFunctions:Fn_GetID_From_Fourn_Name |  | 0,0547 secondes

2025-02-10 10:42:35.10 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 
2025-02-10 10:42:35.84 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 0,7422 secondes

2025-02-10 10:42:35.89 | User | APP_v5.P.0.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally | 9 | 
2025-02-10 10:42:38.16 | User | APP_v5.P.0.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally | -1 | 
2025-02-10 10:42:38.21 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 2,3320 secondes

2025-02-10 10:42:38.27 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 
2025-02-10 10:42:38.32 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 
2025-02-10 10:42:39.04 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_To_DB |  | 0,7305 secondes

2025-02-10 10:42:39.10 | User | APP_v5.P.0.xlsb | *** modGL_Stuff:GL_Posting_Locally |  | 
2025-02-10 10:42:40.28 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:42:41.44 | User | APP_v5.P.0.xlsb |    modGL_Stuff:GL_Posting_Locally | -1 | 
2025-02-10 10:42:41.50 | User | APP_v5.P.0.xlsb | modGL_Stuff:GL_Posting_Locally |  | 2,4141 secondes

2025-02-10 10:42:41.55 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 2,4648 secondes

2025-02-10 10:42:46.85 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 
2025-02-10 10:42:47.07 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 0,2266 secondes

2025-02-10 10:42:47.13 | User | APP_v5.P.0.xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 0,2930 secondes

2025-02-10 10:42:53.77 | User | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-10 10:42:53.87 | User | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,1211 secondes

2025-02-10 10:42:55.24 | User | APP_v5.P.0.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-10 10:42:57.18 | User | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-10 10:42:57.32 | User | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 0,1445 secondes

2025-02-10 10:42:57.37 | User | APP_v5.P.0.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-10 10:46:24.46 | GuillaumeCharron | APP_v5.P.0.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 10:46:24.50 | GuillaumeCharron | APP_v5.P.0.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-10 10:46:24.52 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-10 10:46:24.57 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 0,0586 secondes

2025-02-10 10:46:24.60 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-10 10:46:24.63 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 0,0352 secondes

2025-02-10 10:46:24.66 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 
2025-02-10 10:46:25.28 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 0,6250 secondes

2025-02-10 10:46:25.30 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-10 10:46:25.36 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0586 secondes

2025-02-10 10:46:25.39 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-10 10:46:25.42 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0391 secondes

2025-02-10 10:46:25.45 | GuillaumeCharron | APP_v5.P.0.xlsb | modAppli:CodeEssentielDepart |  | 0,0664 secondes

2025-02-10 10:46:29.25 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 
2025-02-10 10:46:29.31 | GuillaumeCharron | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 0,0664 secondes

2025-02-10 10:46:29.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-10 10:46:29.95 | GuillaumeCharron | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0664 secondes

2025-02-10 10:46:29.98 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-10 10:46:30.00 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 
2025-02-10 10:46:30.38 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 
2025-02-10 10:46:30.40 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 0,0273 secondes

2025-02-10 10:46:30.42 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 
2025-02-10 10:46:30.44 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 0,0273 secondes

2025-02-10 10:46:30.52 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 0,1055 secondes

2025-02-10 10:46:30.55 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 
2025-02-10 10:46:31.24 | GuillaumeCharron | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 0,6953 secondes

2025-02-10 10:46:31.28 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 0,7305 secondes

2025-02-10 10:46:32.61 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-10 10:46:32.63 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-10 10:46:32.91 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-10 10:46:32.93 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 10/02/25, 600, 15 | 
2025-02-10 10:46:32.95 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0234 secondes

2025-02-10 10:46:32.96 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0508 secondes

2025-02-10 10:46:32.00 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-10 10:46:33.02 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/10/02/25 | 
2025-02-10 10:46:33.12 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-10 10:46:33.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/10/02/25 | 
2025-02-10 10:46:33.17 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 10:46:33.19 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 10:46:33.21 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 10:46:33.36 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-10 10:46:33.39 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 10:46:33.49 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-10 10:46:33.51 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1250 secondes

2025-02-10 10:46:33.53 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 10:46:33.74 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2109 secondes

2025-02-10 10:46:33.76 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 10:46:33.84 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0742 secondes

2025-02-10 10:46:33.86 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,0977 secondes

2025-02-10 10:46:33.91 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/10/02/25 | 0,1523 secondes

2025-02-10 10:46:33.93 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,1758 secondes

2025-02-10 10:46:36.19 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-10 10:46:36.21 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0312 secondes

2025-02-10 10:46:36.68 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-10 10:46:36.71 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-10 10:47:09.92 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | analyse de questions de Michel Poulin et appel avec Michel pour questions sur EF/dividendes + tel avec Annie pour roulements modifiés | 
2025-02-10 10:47:09.95 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-10 10:47:13.48 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.25 | 
2025-02-10 10:47:13.52 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-10 10:47:13.54 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 1,25 | 
2025-02-10 10:47:13.56 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-10 10:47:14.80 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 10:47:14.83 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 10:47:14.85 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | La Cie Repentigny Électrique Inc. [Jean-François Durand] | 
2025-02-10 10:47:14.87 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-10 10:47:14.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 10:47:15.65 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7656 secondes

2025-02-10 10:47:15.67 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 10:47:15.75 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0859 secondes

2025-02-10 10:47:15.78 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-10 | 
2025-02-10 10:47:15.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-10 10:47:15.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 
2025-02-10 10:47:15.93 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 10:47:15.95 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 10:47:15.97 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 10:47:16.11 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-10 10:47:16.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 10:47:16.24 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1016 secondes

2025-02-10 10:47:16.26 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1211 secondes

2025-02-10 10:47:16.28 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 10:47:16.49 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2109 secondes

2025-02-10 10:47:16.51 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 10:47:16.57 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0664 secondes

2025-02-10 10:47:16.60 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,0898 secondes

2025-02-10 10:47:16.66 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 0,1445 secondes

2025-02-10 10:47:16.68 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,1680 secondes

2025-02-10 10:47:16.70 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,1875 secondes

2025-02-10 10:47:20.19 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Mobilier de bureau Mobilium Inc. [Robert Guindon] | 
2025-02-10 10:47:20.21 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-10 10:47:20.32 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Mobilier de bureau Mobilium Inc. [Robert Guindon] | 
2025-02-10 10:47:20.34 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

